comment,sentiment_score,usefulness_score,usefulness_mentioned
Kinda useful. kinda helpful for fashion haul 📚,0.16,0.42,1
Kinda useful crypto explainer 😂,-0.16,0.56,0
I learned a lot. Practical tip — tech unboxing 😍,0.58,0.87,1
Kinda useful. somewhat useful for music cover,-0.04,0.6,1
Annoying. Missing steps — gaming clip,-0.94,0.13,1
Impressive work! Love the parenting tip,0.4,0.78,0
Mixed feelings. kinda helpful for car mod 👎,0.01,0.56,1
Kinda useful. kinda helpful for car mod 😴,0.2,0.62,1
Not bad. kinda helpful for fashion haul 🍳,0.2,0.59,1
Genius idea! Love the gaming clip 🔥,0.72,0.68,0
Too fast parenting tip 😅,-0.45,0.04,0
I learned a lot! Love the dance,0.81,0.85,0
Could be better. kinda helpful for motivation,-0.03,0.63,1
Terrible explanation. Not helpful at all — motivation 😭,-0.57,0.26,1
Loved this! Love the workout,0.91,0.95,0
Terrible explanation coding,-0.82,0.18,0
Too slow. Didn’t help — art timelapse,-0.28,0.12,1
Amazing content! Love the basketball highlight,0.64,0.92,0
I’ll try this science experiment 😭,0.19,0.32,0
Boring prank 🐱,-0.5,0.32,0
Impressive work! Love the fashion haul 😅,0.95,0.75,0
Crystal clear! Love the finance advice 🙌,0.94,0.94,0
Too fast garden tour,-0.77,0.25,0
Clickbait. Still confused — gaming clip,-0.77,0.1,1
Boring book review,-0.37,0.3,0
Misleading. Useless — music cover,-0.75,0.21,1
Too slow tech unboxing 🎵,-0.6,0.38,0
Well explained. Saved me time — dance,0.64,0.94,1
Clickbait parenting tip,-0.56,0.13,0
Cute!! Love the prank 👏,0.75,0.66,0
Interesting parenting tip 😭,-0.04,0.61,0
Not helpful thrifting,-0.24,0.22,0
Wholesome! Love the garden tour 🎵,0.73,0.67,0
Wholesome. This helped a lot — movie recap 🔥,0.67,0.83,1
Impressive work. Practical tip — music cover 👏,0.95,0.95,1
This made my day. Explained so well — gaming clip 🙌,0.74,0.87,1
Not helpful. Not useful — basketball highlight ✨,-0.9,0.22,1
Mixed feelings cleaning hack 😂,-0.15,0.63,0
Confusing. Didn’t explain the why — recipe,-0.22,0.28,1
Too slow knitting 😴,-0.83,0.34,0
Okay I guess workout,0.09,0.45,0
Life-changing tip. Saved me time — nail art 🙌,0.84,0.98,1
Terrible explanation fashion haul,-0.84,0.15,0
Decent dance 🤯,-0.05,0.54,0
Inspiring. I learned something new — travel vlog 😍,0.64,0.82,1
Mixed feelings life hack 😴,0.13,0.38,0
Too slow knitting,-0.24,0.11,0
Too slow. Didn’t help — street food 🎵,-0.69,0.27,1
Not helpful music cover,-0.54,0.25,0
Cringe. Useless — mindfulness 🧠,-0.88,0.0,1
Wholesome! Love the skincare 🐶,0.54,0.86,0
Life-changing tip! Love the product review 😂,0.8,0.8,0
Well explained! Love the comedy skit,0.73,0.77,0
Kinda useful product review 😅,0.17,0.46,0
Life-changing tip. I learned something new — parenting tip,0.75,0.76,1
Crystal clear. This answered my question — science experiment,0.76,0.87,1
Loved this. This helped a lot — workout,0.9,0.73,1
Interesting nail art 🐱,-0.15,0.49,0
Too slow college vlog 😂,-0.36,0.25,0
Clickbait. Didn’t explain the why — mindfulness 🐶,-0.3,0.2,1
Terrible explanation budget meal 😂,-0.32,0.36,0
Okay I guess cooking fail,0.16,0.32,0
I learned a lot. Helped me fix it — coding,0.71,0.98,1
Okay I guess dog video,0.11,0.34,0
Not helpful. Not helpful at all — parenting tip 😭,-0.79,0.16,1
Genius idea! Love the AI demo,0.56,0.96,0
Could be better. kinda helpful for parenting tip 👍,-0.04,0.67,1
Waste of time. Zero value — product review 💪,-0.94,0.03,1
I’ll try this. kinda helpful for cooking fail 😴,0.24,0.59,1
Interesting car mod 💪,-0.2,0.59,0
This is gold! Love the college vlog,0.9,0.78,0
Could be better makeup,0.3,0.31,0
Cute!. Taking notes — travel vlog,0.82,0.73,1
Brilliant! Love the photography 🔥,0.8,0.76,0
I learned a lot! Love the makeup,0.55,0.68,0
Kinda useful. somewhat useful for gaming clip,0.23,0.51,1
Hmm car mod 🐶,0.02,0.67,0
Cringe. Missing steps — finance advice 😂,-0.67,0.13,1
Cute!. Practical tip — product review,0.67,0.95,1
Amazing content. Helped me fix it — makeup 👎,0.7,0.94,1
Interesting fashion haul,0.29,0.36,0
Interesting. somewhat useful for mindfulness 😴,-0.09,0.48,1
Decent coding,0.06,0.57,0
Could be better prank,-0.0,0.54,0
Very entertaining! Love the workout,0.84,0.67,0
Confusing. Still confused — mindfulness,-0.79,0.11,1
Crystal clear. Useful for beginners — street food,0.65,0.72,1
Genius idea. I learned something new — nail art 🤔,0.86,0.71,1
Low effort. Not helpful at all — workout 👎,-0.65,0.18,1
Interesting. kinda helpful for book review 😍,0.22,0.52,1
Overhyped. Not helpful at all — nail art 👎,-0.29,0.03,1
Overhyped. Didn’t explain the why — finance advice 🐱,-0.36,0.21,1
Annoying tutorial 👏,-0.59,0.22,0
Interesting parenting tip,-0.12,0.68,0
Too slow mindfulness 😬,-0.64,0.02,0
Not bad thrifting,-0.15,0.63,0
Annoying. Not helpful at all — crypto explainer 👏,-0.86,0.12,1
Misleading. Not useful — parenting tip,-0.39,0.19,1
Genius idea. Practical tip — mindfulness,0.64,0.99,1
I’ll try this. somewhat useful for garden tour 😍,0.24,0.61,1
Too fast life hack,-0.71,0.2,0
Too slow thrifting 💯,-0.79,0.07,0
Okay I guess dog video,0.17,0.69,0
Terrible explanation coding 🤯,-0.82,0.11,0
Amazing content! Love the crypto explainer,0.7,0.88,0
Okay I guess book review 🤔,0.14,0.42,0
Kinda useful cleaning hack,0.24,0.59,0
Cute!! Love the cat video,0.48,0.85,0
Cute!. This answered my question — basketball highlight 📚,0.9,0.94,1
Interesting skincare 🍳,0.2,0.55,0
Hilarious. Clear and useful — dog video,0.81,1.0,1
Hmm. kinda helpful for coding 😬,-0.02,0.44,1
Low effort science experiment 😅,-0.53,0.11,0
Inspiring. Practical tip — tutorial 🍳,0.91,0.93,1
Solid advice. Very helpful — knitting ✨,1.0,0.9,1
I learned a lot. This answered my question — music cover,0.51,0.84,1
Not bad recipe,-0.04,0.4,0
Impressive work! Love the tech unboxing 🙌,0.79,0.71,0
Decent language lesson,-0.14,0.59,0
This made my day. Clear and useful — cleaning hack,0.55,0.89,1
Kinda useful crypto explainer 👍,-0.09,0.5,0
Interesting. kinda helpful for parenting tip 🐱,-0.01,0.41,1
Waste of time. Useless — tech unboxing,-0.68,0.06,1
Boring. Didn’t learn anything — comedy skit,-1.0,0.14,1
Interesting garden tour 🐱,0.2,0.55,0
Wholesome. Taking notes — tech unboxing,0.85,0.8,1
Very entertaining! Love the tech unboxing,0.52,0.83,0
Misleading. Didn’t explain the why — study tips 👍,-0.56,0.24,1
I didn’t get it music cover,-0.88,0.36,0
So good!. I can finally do this — coding 📚,0.55,0.98,1
Misleading. This won’t work — hair tutorial 🐱,-0.2,0.25,1
Crystal clear! Love the study tips 🤔,0.44,0.86,0
Boring ASMR 🧠,-0.74,0.33,0
Terrible explanation product review,-0.7,0.34,0
So good!! Love the thrifting 😂,0.5,0.81,0
Mixed feelings movie recap,0.14,0.63,0
Annoying. Zero value — basketball highlight 😂,-0.82,0.28,1
Very entertaining. Saved me time — tech unboxing,0.67,0.91,1
Terrible explanation skincare,-0.42,0.08,0
Okay I guess parenting tip,0.05,0.67,0
Waste of time. This won’t work — resume tips 🔥,-0.62,0.2,1
Genius idea. Clear and useful — life hack,0.6,0.93,1
Hilarious. Saved me time — garden tour,0.55,0.76,1
I learned a lot! Love the tech unboxing,0.88,0.84,0
Inspiring! Love the ASMR 🧠,0.86,0.86,0
Could be better. somewhat useful for fashion haul,0.16,0.68,1
Not helpful workout 🧠,-0.26,0.18,0
Interesting crypto explainer,0.14,0.32,0
So good!! Love the budget meal 🤯,0.45,0.81,0
Inspiring. Clear and useful — photography ✨,0.69,0.95,1
Cringe. Missing steps — productivity 😴,-0.36,0.21,1
Boring. Not helpful at all — travel vlog 👍,-1.0,0.23,1
Solid advice! Love the fashion haul 🙌,0.68,0.77,0
Terrible explanation. Missing steps — tech unboxing,-0.42,0.26,1
Not bad nail art 👎,0.02,0.44,0
Okay I guess. kinda helpful for language lesson,0.25,0.64,1
Overhyped. Not helpful at all — productivity 👎,-0.33,0.26,1
Boring product review 🙌,-0.74,0.32,0
Cute!! Love the book review,0.44,0.96,0
Solid advice. This answered my question — mindfulness 🍳,0.56,0.72,1
Interesting. somewhat useful for cat video 📚,-0.03,0.54,1
Inspiring! Love the cat video 🧠,0.81,0.78,0
Hmm productivity 🍳,0.27,0.31,0
Hmm product review,0.23,0.63,0
Decent. somewhat useful for workout,0.06,0.55,1
Could be better travel hack,-0.07,0.5,0
Could be better skincare,0.02,0.52,0
Okay I guess fashion haul 🐶,0.24,0.39,0
Hmm dance 💯,0.29,0.43,0
Crystal clear. This answered my question — recipe,0.83,0.75,1
Not helpful. This won’t work — dog video 🐶,-0.57,0.05,1
Clickbait book review 📚,-0.35,0.32,0
Loved this. Taking notes — tech unboxing 💯,0.83,0.89,1
I’ll try this skincare 🍳,0.07,0.49,0
Life-changing tip. Very helpful — music cover,0.54,0.85,1
So good!. Useful for beginners — prank,0.52,0.83,1
Confusing productivity 👍,-0.56,0.27,0
Life-changing tip. Super useful — history fact,0.78,0.85,1
Not helpful travel vlog,-0.65,0.27,0
I’ll try this budget meal 🐶,0.01,0.32,0
Chef’s kiss. Very helpful — cleaning hack,0.82,0.83,1
Amazing content! Love the AI demo 🙌,0.57,0.99,0
Confusing. This won’t work — mindfulness 🎵,-0.72,0.22,1
I learned a lot! Love the workout,0.69,0.88,0
Waste of time. Not helpful at all — nail art 🐱,-0.95,0.01,1
Wholesome! Love the travel vlog,0.46,0.74,0
Hmm street food 👏,0.03,0.55,0
Thanks for sharing comedy skit 👍,0.05,0.44,0
Inspiring. This helped a lot — skincare 📚,0.93,0.74,1
Amazing content! Love the motivation 📚,0.67,0.9,0
Too slow. Didn’t explain the why — college vlog 💯,-0.6,0.05,1
Mixed feelings. somewhat useful for prank,0.19,0.48,1
Brilliant. Taking notes — travel vlog,0.74,0.96,1
Brilliant. Helped me fix it — hair tutorial ✨,0.68,0.93,1
I didn’t get it. This won’t work — art timelapse 😭,-0.51,0.23,1
This is gold. Bookmarked for later — prank 🔥,0.64,0.77,1
Thanks for sharing. somewhat useful for comedy skit 😭,0.24,0.64,1
I didn’t get it. Useless — language lesson 😂,-0.99,0.11,1
This is gold! Love the travel hack,0.43,0.96,0
Loved this. Taking notes — cleaning hack,0.76,0.86,1
Super helpful. This answered my question — fashion haul 🙌,0.73,0.92,1
Annoying productivity 💪,-0.42,0.38,0
Impressive work. Taking notes — product review ✨,0.57,0.74,1
Terrible explanation life hack,-0.98,0.15,0
Hilarious! Love the travel vlog,0.99,0.69,0
Low effort. Missing steps — movie recap,-0.73,0.14,1
Overhyped product review,-0.61,0.08,0
Too slow prank,-0.98,0.0,0
Waste of time college vlog 🐶,-0.41,0.23,0
Clickbait dog video,-0.47,0.09,0
Hilarious! Love the home decor,0.62,0.68,0
Hmm tech unboxing,-0.12,0.43,0
Waste of time. Didn’t explain the why — language lesson 🔥,-0.78,0.06,1
Cringe mindfulness,-0.45,0.24,0
Hilarious. Taking notes — product review,0.69,0.96,1
Decent AI demo,-0.16,0.41,0
Could be better product review,-0.16,0.55,0
Overhyped. No real tips — workout,-0.61,0.21,1
Not helpful art timelapse,-0.48,0.1,0
Very entertaining! Love the thrifting 💯,0.59,0.61,0
Crystal clear. Helped me fix it — nail art 👏,0.81,0.86,1
Too fast resume tips 🎵,-0.69,0.21,0
Kinda useful. somewhat useful for recipe 😂,0.28,0.45,1
Could be better. somewhat useful for travel hack 😴,0.13,0.69,1
Crystal clear! Love the book review,0.69,0.91,0
Cute!! Love the life hack,0.91,0.68,0
Overhyped street food 😍,-0.6,0.27,0
Well explained. Saved me time — movie recap,0.78,1.0,1
Wholesome! Love the garden tour,0.56,0.65,0
Not bad gaming clip,0.04,0.64,0
Brilliant. I learned something new — parenting tip 🤔,0.85,0.81,1
Crystal clear. Very helpful — movie recap 👏,0.56,0.85,1
Amazing content. Practical tip — basketball highlight 🤔,0.78,0.86,1
Okay I guess. kinda helpful for travel vlog,-0.14,0.66,1
This made my day. Saved me time — science experiment 😬,0.79,0.73,1
Hilarious! Love the music cover 😍,0.9,0.9,0
Super helpful. Helped me fix it — dog video,0.54,0.9,1
Thanks for sharing crypto explainer 😂,0.22,0.52,0
Solid advice! Love the hair tutorial 👍,0.45,0.88,0
Cute!. Taking notes — motivation 👏,0.68,0.92,1
Confusing. Useless — college vlog,-0.29,0.21,1
Genius idea. I learned something new — science experiment,0.71,0.91,1
Misleading. Didn’t help — language lesson 🍳,-0.97,0.15,1
Mixed feelings. kinda helpful for art timelapse,0.1,0.44,1
Inspiring! Love the photography,0.9,0.66,0
Mixed feelings tutorial 😭,0.01,0.57,0
Well explained! Love the prank 😬,0.71,0.98,0
Inspiring. Helped me fix it — car mod 🤯,0.51,0.71,1
Solid advice. This helped a lot — street food 🧠,0.66,0.73,1
Genius idea. This answered my question — cleaning hack 😬,0.61,0.93,1
Annoying comedy skit,-0.43,0.14,0
Clickbait. Didn’t help — AI demo 👎,-0.39,0.15,1
Brilliant. Practical tip — hair tutorial 😂,0.76,0.73,1
Life-changing tip. Explained so well — hair tutorial,0.52,0.93,1
Inspiring! Love the history fact,0.63,0.96,0
Hmm car mod,0.12,0.65,0
Wholesome! Love the crypto explainer,0.57,0.68,0
Could be better hair tutorial 🎵,0.19,0.56,0
I learned a lot! Love the coding,0.97,0.99,0
Terrible explanation travel vlog,-0.77,0.14,0
Cringe. Missing steps — product review 👎,-0.27,0.03,1
Low effort. Not useful — photography 😍,-0.99,0.11,1
Too slow street food 💪,-0.42,0.39,0
Very entertaining! Love the science experiment 💯,0.55,0.92,0
This made my day. I can finally do this — college vlog 😴,0.78,0.88,1
Brilliant. I learned something new — coding 🐶,0.72,0.9,1
Misleading. Not helpful at all — workout 🙌,-0.99,0.24,1
This made my day. Bookmarked for later — fashion haul 😭,0.71,0.73,1
Mixed feelings. kinda helpful for fashion haul,0.14,0.51,1
Hilarious! Love the study tips,0.61,0.82,0
Life-changing tip. I can finally do this — street food 😭,0.87,0.95,1
Okay I guess home decor 🎵,0.13,0.47,0
I’ll try this. kinda helpful for science experiment 😅,0.27,0.52,1
Solid advice. Useful for beginners — car mod ✨,0.63,0.71,1
Chef’s kiss. This answered my question — science experiment,0.79,0.99,1
Inspiring. Super useful — workout,0.56,0.85,1
Not bad. somewhat useful for workout,-0.04,0.66,1
Impressive work! Love the history fact 🧠,0.6,0.83,0
Cringe budget meal 🍳,-0.72,0.01,0
Cringe cleaning hack,-0.31,0.02,0
So good!! Love the life hack 🤔,0.72,0.92,0
Interesting. kinda helpful for music cover,0.2,0.54,1
This made my day. Taking notes — nail art,0.51,0.74,1
Too slow. Not useful — tutorial,-0.61,0.11,1
I learned a lot. I learned something new — basketball highlight,0.99,0.88,1
Cringe. Useless — gaming clip 🙌,-0.76,0.17,1
Annoying gaming clip,-0.6,0.15,0
Life-changing tip. I learned something new — hair tutorial,0.7,0.75,1
Boring. Not helpful at all — coding 👍,-0.31,0.06,1
Loved this. I learned something new — home decor,0.84,0.93,1
Boring. Not helpful at all — study tips 🧠,-0.68,0.27,1
Cringe tech unboxing 🍳,-0.44,0.15,0
Interesting travel vlog,0.11,0.62,0
Super helpful! Love the nail art,0.51,0.7,0
Crystal clear. Helped me fix it — knitting 🧠,0.61,0.71,1
Not bad. somewhat useful for dog video 👎,-0.14,0.54,1
Not helpful. No real tips — productivity 🤯,-0.26,0.14,1
Impressive work. I can finally do this — coding 🙌,0.87,0.93,1
This is gold! Love the movie recap,0.88,0.77,0
Decent. kinda helpful for movie recap,0.07,0.52,1
So good!. This answered my question — nail art 🐱,0.94,0.89,1
Chef’s kiss. Practical tip — finance advice 🤯,0.87,0.84,1
Interesting study tips,0.25,0.69,0
Too slow. Didn’t explain the why — comedy skit,-0.77,0.04,1
Cringe. Didn’t help — motivation 🐶,-0.79,0.14,1
Impressive work. I can finally do this — product review,0.92,0.94,1
Wholesome. Explained so well — travel vlog 😍,0.88,0.97,1
Confusing. Not helpful at all — nail art,-1.0,0.19,1
Hmm tech unboxing,0.0,0.56,0
Kinda useful. somewhat useful for garden tour,0.2,0.52,1
I didn’t get it skincare,-0.87,0.36,0
Not helpful garden tour,-0.28,0.15,0
Could be better. somewhat useful for crypto explainer 🐶,-0.0,0.43,1
Decent dog video,0.16,0.33,0
Could be better basketball highlight 👏,-0.19,0.54,0
Hmm coding,-0.03,0.33,0
Impressive work. Helped me fix it — recipe 🐱,0.62,0.85,1
Could be better. somewhat useful for home decor,0.18,0.47,1
Cringe. Missing steps — cat video,-0.59,0.19,1
Mixed feelings. somewhat useful for finance advice 🍳,0.16,0.58,1
Confusing. Didn’t explain the why — prank,-0.59,0.09,1
Cringe study tips 😴,-0.38,0.33,0
Cute!. Very helpful — coding 😬,0.64,0.9,1
Amazing content. This helped a lot — garden tour 😍,0.72,0.78,1
Very entertaining. Helped me fix it — coding,0.75,0.83,1
Impressive work! Love the motivation,0.73,0.88,0
Waste of time car mod,-0.67,0.18,0
Thanks for sharing travel hack,0.12,0.57,0
Inspiring. Practical tip — travel hack,0.65,0.93,1
Decent college vlog,0.27,0.47,0
I’ll try this prank ✨,0.05,0.66,0
Cute!! Love the science experiment 🐱,0.62,0.66,0
Very entertaining. Taking notes — home decor 🤔,0.76,0.98,1
Inspiring! Love the college vlog 🎵,0.51,0.85,0
This is gold. Practical tip — product review 👍,0.69,0.95,1
Wholesome. Practical tip — thrifting 🐱,0.79,0.94,1
Cringe. Not helpful at all — budget meal,-0.65,0.29,1
So good!. I can finally do this — mindfulness 👎,0.91,0.85,1
Super helpful. Useful for beginners — recipe 😍,0.97,0.95,1
Confusing cooking fail 🤯,-0.92,0.31,0
Kinda useful nail art,-0.1,0.6,0
Hmm. somewhat useful for skincare 📚,0.09,0.64,1
Genius idea. Practical tip — fashion haul 😬,0.65,0.8,1
So good!! Love the product review 😍,0.8,0.87,0
This is gold! Love the basketball highlight 😅,0.69,0.81,0
Not helpful. Still confused — thrifting,-0.98,0.0,1
Terrible explanation productivity,-0.31,0.32,0
Hilarious. This helped a lot — crypto explainer,0.58,0.94,1
Thanks for sharing. kinda helpful for book review 🙌,0.18,0.46,1
Annoying. Didn’t learn anything — product review,-0.37,0.08,1
I’ll try this. kinda helpful for product review 🔥,0.07,0.66,1
Very entertaining. I learned something new — thrifting,0.77,0.92,1
Cringe. This won’t work — AI demo 🙌,-0.91,0.01,1
Chef’s kiss. Clear and useful — thrifting 🤔,0.57,0.8,1
Well explained! Love the knitting,0.77,0.95,0
Decent coding,0.14,0.54,0
Super helpful. Exactly what I needed — book review,0.92,0.78,1
Life-changing tip. This helped a lot — language lesson 📚,0.67,0.84,1
Too fast. Useless — product review,-0.49,0.02,1
Crystal clear. Very helpful — mindfulness,0.69,0.89,1
Hilarious. I learned something new — cat video 🐱,0.8,1.0,1
Okay I guess nail art,0.24,0.35,0
I’ll try this product review 🍳,0.03,0.43,0
Misleading. Didn’t explain the why — gaming clip 📚,-0.87,0.01,1
Hmm. somewhat useful for travel hack,-0.01,0.56,1
Not bad. kinda helpful for nail art,0.18,0.55,1
Thanks for sharing. somewhat useful for cleaning hack,0.04,0.56,1
Chef’s kiss. Bookmarked for later — productivity,0.79,0.77,1
Too slow. No real tips — knitting,-0.79,0.24,1
Genius idea. Practical tip — finance advice 👏,0.74,0.92,1
I learned a lot. Taking notes — mindfulness,0.74,0.75,1
Thanks for sharing. kinda helpful for cat video,0.2,0.48,1
Interesting. kinda helpful for prank 🎵,0.1,0.68,1
Mixed feelings gaming clip 💪,-0.2,0.49,0
Thanks for sharing AI demo 😭,0.22,0.55,0
I’ll try this hair tutorial,0.11,0.48,0
I’ll try this car mod 🧠,0.29,0.34,0
Very entertaining! Love the car mod 😴,0.84,0.94,0
Well explained! Love the mindfulness,0.64,0.92,0
Amazing content! Love the gaming clip,0.65,0.72,0
Hmm home decor 📚,0.21,0.45,0
Decent. kinda helpful for ASMR 💯,-0.08,0.69,1
Misleading. Didn’t help — comedy skit,-0.7,0.2,1
Low effort. Zero value — cat video,-0.51,0.26,1
Confusing comedy skit 😂,-0.34,0.24,0
Chef’s kiss! Love the science experiment 😂,0.64,0.77,0
Thanks for sharing. kinda helpful for mindfulness 😍,0.25,0.43,1
Not helpful makeup 👍,-0.74,0.25,0
Hilarious. I learned something new — college vlog,0.55,0.99,1
Thanks for sharing fashion haul,-0.08,0.38,0
Misleading prank 📚,-0.56,0.01,0
Not helpful. Didn’t explain the why — comedy skit 😬,-0.29,0.28,1
Misleading. Useless — travel hack 😴,-0.75,0.02,1
Kinda useful thrifting,0.12,0.57,0
Terrible explanation. Didn’t learn anything — art timelapse 💪,-0.4,0.08,1
Boring makeup,-0.41,0.22,0
Hmm mindfulness 👍,0.1,0.33,0
Thanks for sharing. kinda helpful for basketball highlight 🐶,-0.03,0.46,1
I learned a lot! Love the skincare,0.61,0.89,0
Very entertaining! Love the productivity,0.79,0.8,0
Wholesome. Bookmarked for later — cooking fail,0.67,0.84,1
Loved this. Clear and useful — dog video,0.75,0.89,1
Amazing content! Love the knitting 🎵,0.43,0.74,0
Not helpful. Still confused — language lesson ✨,-0.47,0.19,1
Thanks for sharing tech unboxing ✨,-0.12,0.56,0
Too fast. No real tips — prank 💯,-0.39,0.07,1
Amazing content. Bookmarked for later — comedy skit,0.84,0.8,1
Not bad cat video 😭,-0.18,0.67,0
Decent car mod 💯,-0.08,0.64,0
Decent finance advice,-0.12,0.6,0
Genius idea! Love the product review,0.62,0.74,0
Too fast. Missing steps — AI demo,-0.36,0.11,1
Boring AI demo,-0.52,0.32,0
Interesting hair tutorial 😍,0.29,0.44,0
Could be better cooking fail,0.19,0.67,0
