comment,sentiment_score,usefulness_score,usefulness_mentioned
could be better hair tutorial,0.19,0.56,0
i learned a lot! love the coding,0.97,0.99,0
terrible explanation travel vlog,-0.77,0.14,0
cringe. missing steps product review,-0.27,0.03,1
low effort. not useful photography,-0.99,0.11,1
too slow street food,-0.42,0.39,0
very entertaining! love the science experiment,0.55,0.92,0
this made my day. i can finally do this college vlog,0.78,0.88,1
brilliant. i learned something new coding,0.72,0.9,1
misleading. not helpful at all workout,-0.99,0.24,1
this made my day. bookmarked for later fashion haul,0.71,0.73,1
mixed feelings. kinda helpful for fashion haul,0.14,0.51,1
hilarious! love the study tips,0.61,0.82,0
lifechanging tip. i can finally do this street food,0.87,0.95,1
okay i guess home decor,0.13,0.47,0
ill try this. kinda helpful for science experiment,0.27,0.52,1
solid advice. useful for beginners car mod,0.63,0.71,1
chefs kiss. this answered my question science experiment,0.79,0.99,1
inspiring. super useful workout,0.56,0.85,1
not bad. somewhat useful for workout,-0.04,0.66,1
impressive work! love the history fact,0.6,0.83,0
cringe budget meal,-0.72,0.01,0
cringe cleaning hack,-0.31,0.02,0
so good!! love the life hack,0.72,0.92,0
interesting. kinda helpful for music cover,0.2,0.54,1
this made my day. taking notes nail art,0.51,0.74,1
too slow. not useful tutorial,-0.61,0.11,1
i learned a lot. i learned something new basketball highlight,0.99,0.88,1
cringe. useless gaming clip,-0.76,0.17,1
annoying gaming clip,-0.6,0.15,0
lifechanging tip. i learned something new hair tutorial,0.7,0.75,1
boring. not helpful at all coding,-0.31,0.06,1
loved this. i learned something new home decor,0.84,0.93,1
boring. not helpful at all study tips,-0.68,0.27,1
cringe tech unboxing,-0.44,0.15,0
interesting travel vlog,0.11,0.62,0
super helpful! love the nail art,0.51,0.7,0
crystal clear. helped me fix it knitting,0.61,0.71,1
not bad. somewhat useful for dog video,-0.14,0.54,1
not helpful. no real tips productivity,-0.26,0.14,1
impressive work. i can finally do this coding,0.87,0.93,1
this is gold! love the movie recap,0.88,0.77,0
decent. kinda helpful for movie recap,0.07,0.52,1
so good!. this answered my question nail art,0.94,0.89,1
chefs kiss. practical tip finance advice,0.87,0.84,1
interesting study tips,0.25,0.69,0
too slow. didnt explain the why comedy skit,-0.77,0.04,1
cringe. didnt help motivation,-0.79,0.14,1
impressive work. i can finally do this product review,0.92,0.94,1
wholesome. explained so well travel vlog,0.88,0.97,1
confusing. not helpful at all nail art,-1.0,0.19,1
hmm tech unboxing,0.0,0.56,0
kinda useful. somewhat useful for garden tour,0.2,0.52,1
i didnt get it skincare,-0.87,0.36,0
not helpful garden tour,-0.28,0.15,0
could be better. somewhat useful for crypto explainer,-0.0,0.43,1
decent dog video,0.16,0.33,0
could be better basketball highlight,-0.19,0.54,0
hmm coding,-0.03,0.33,0
impressive work. helped me fix it recipe,0.62,0.85,1
could be better. somewhat useful for home decor,0.18,0.47,1
cringe. missing steps cat video,-0.59,0.19,1
mixed feelings. somewhat useful for finance advice,0.16,0.58,1
confusing. didnt explain the why prank,-0.59,0.09,1
cringe study tips,-0.38,0.33,0
cute!. very helpful coding,0.64,0.9,1
amazing content. this helped a lot garden tour,0.72,0.78,1
very entertaining. helped me fix it coding,0.75,0.83,1
impressive work! love the motivation,0.73,0.88,0
waste of time car mod,-0.67,0.18,0
thanks for sharing travel hack,0.12,0.57,0
inspiring. practical tip travel hack,0.65,0.93,1
decent college vlog,0.27,0.47,0
ill try this prank,0.05,0.66,0
cute!! love the science experiment,0.62,0.66,0
very entertaining. taking notes home decor,0.76,0.98,1
inspiring! love the college vlog,0.51,0.85,0
this is gold. practical tip product review,0.69,0.95,1
wholesome. practical tip thrifting,0.79,0.94,1
cringe. not helpful at all budget meal,-0.65,0.29,1
so good!. i can finally do this mindfulness,0.91,0.85,1
super helpful. useful for beginners recipe,0.97,0.95,1
confusing cooking fail,-0.92,0.31,0
kinda useful nail art,-0.1,0.6,0
hmm. somewhat useful for skincare,0.09,0.64,1
genius idea. practical tip fashion haul,0.65,0.8,1
so good!! love the product review,0.8,0.87,0
this is gold! love the basketball highlight,0.69,0.81,0
not helpful. still confused thrifting,-0.98,0.0,1
terrible explanation productivity,-0.31,0.32,0
hilarious. this helped a lot crypto explainer,0.58,0.94,1
thanks for sharing. kinda helpful for book review,0.18,0.46,1
annoying. didnt learn anything product review,-0.37,0.08,1
ill try this. kinda helpful for product review,0.07,0.66,1
very entertaining. i learned something new thrifting,0.77,0.92,1
cringe. this wont work ai demo,-0.91,0.01,1
chefs kiss. clear and useful thrifting,0.57,0.8,1
well explained! love the knitting,0.77,0.95,0
decent coding,0.14,0.54,0
super helpful. exactly what i needed book review,0.92,0.78,1
lifechanging tip. this helped a lot language lesson,0.67,0.84,1
too fast. useless product review,-0.49,0.02,1
crystal clear. very helpful mindfulness,0.69,0.89,1
hilarious. i learned something new cat video,0.8,1.0,1
okay i guess nail art,0.24,0.35,0
ill try this product review,0.03,0.43,0
misleading. didnt explain the why gaming clip,-0.87,0.01,1
hmm. somewhat useful for travel hack,-0.01,0.56,1
not bad. kinda helpful for nail art,0.18,0.55,1
thanks for sharing. somewhat useful for cleaning hack,0.04,0.56,1
chefs kiss. bookmarked for later productivity,0.79,0.77,1
too slow. no real tips knitting,-0.79,0.24,1
genius idea. practical tip finance advice,0.74,0.92,1
i learned a lot. taking notes mindfulness,0.74,0.75,1
thanks for sharing. kinda helpful for cat video,0.2,0.48,1
interesting. kinda helpful for prank,0.1,0.68,1
mixed feelings gaming clip,-0.2,0.49,0
thanks for sharing ai demo,0.22,0.55,0
ill try this hair tutorial,0.11,0.48,0
ill try this car mod,0.29,0.34,0
very entertaining! love the car mod,0.84,0.94,0
well explained! love the mindfulness,0.64,0.92,0
amazing content! love the gaming clip,0.65,0.72,0
hmm home decor,0.21,0.45,0
decent. kinda helpful for asmr,-0.08,0.69,1
misleading. didnt help comedy skit,-0.7,0.2,1
low effort. zero value cat video,-0.51,0.26,1
confusing comedy skit,-0.34,0.24,0
chefs kiss! love the science experiment,0.64,0.77,0
thanks for sharing. kinda helpful for mindfulness,0.25,0.43,1
not helpful makeup,-0.74,0.25,0
hilarious. i learned something new college vlog,0.55,0.99,1
thanks for sharing fashion haul,-0.08,0.38,0
misleading prank,-0.56,0.01,0
not helpful. didnt explain the why comedy skit,-0.29,0.28,1
misleading. useless travel hack,-0.75,0.02,1
kinda useful thrifting,0.12,0.57,0
terrible explanation. didnt learn anything art timelapse,-0.4,0.08,1
boring makeup,-0.41,0.22,0
hmm mindfulness,0.1,0.33,0
thanks for sharing. kinda helpful for basketball highlight,-0.03,0.46,1
i learned a lot! love the skincare,0.61,0.89,0
very entertaining! love the productivity,0.79,0.8,0
wholesome. bookmarked for later cooking fail,0.67,0.84,1
loved this. clear and useful dog video,0.75,0.89,1
amazing content! love the knitting,0.43,0.74,0
not helpful. still confused language lesson,-0.47,0.19,1
thanks for sharing tech unboxing,-0.12,0.56,0
too fast. no real tips prank,-0.39,0.07,1
amazing content. bookmarked for later comedy skit,0.84,0.8,1
not bad cat video,-0.18,0.67,0
decent car mod,-0.08,0.64,0
decent finance advice,-0.12,0.6,0
genius idea! love the product review,0.62,0.74,0
too fast. missing steps ai demo,-0.36,0.11,1
boring ai demo,-0.52,0.32,0
interesting hair tutorial,0.29,0.44,0
could be better cooking fail,0.19,0.67,0
